id,name,zone,line_name,opened,nightopened,closed,geometry
940GZZLULGT,Lancaster Gate,1,Central,,2016.0,,POINT (-0.175144888807525 51.51187129676595)
940GZZLULNB,London Bridge,1,Jubilee,,2016.0,,POINT (-0.089634981532614 51.50502022478704)
940GZZLULNB,London Bridge,1,Northern,,,,POINT (-0.089634981532614 51.50502022478704)
940GZZLULNB,London Bridge,1,National Rail,,,,POINT (-0.089634981532614 51.50502022478704)
940GZZLULRD,Latimer Road,2,Circle,2009.0,,,POINT (-0.217909488822923 51.513396696767806)
940GZZLULRD,Latimer Road,2,Hammersmith & City,,,,POINT (-0.217909488822923 51.513396696767806)
940GZZLULSQ,Leicester Square,1,Northern,,2016.0,,POINT (-0.128489593621119 51.51122271692724)
940GZZLULSQ,Leicester Square,1,Piccadilly,,2016.0,,POINT (-0.128489593621119 51.51122271692724)
940GZZLULVT,Liverpool Street,1,Central,,2016.0,,POINT (-0.083213014052731 51.51730003193537)
940GZZLULVT,Liverpool Street,1,Hammersmith & City,,,,POINT (-0.083213014052731 51.51730003193537)
940GZZLULVT,Liverpool Street,1,Circle,,,,POINT (-0.083213014052731 51.51730003193537)
940GZZLULVT,Liverpool Street,1,Metropolitan,,,,POINT (-0.083213014052731 51.51730003193537)
940GZZLULYN,Leyton,3,Central,,2016.0,,POINT (-0.00540718872357 51.556631296788986)
940GZZLULYS,Leytonstone,3/4,Central,,2016.0,,POINT (0.008402611287096 51.56858139679588)
940GZZLUMBA,Marble Arch,1,Central,,2016.0,,POINT (-0.15783558880026 51.513539796766594)
940GZZLUMDN,Morden,4,Northern,,2016.0,,POINT (-0.194733688865706 51.402345496699596)
940GZZLUMED,Mile End,2,Central,,2016.0,,POINT (-0.03344488874851 51.52535630677074)
940GZZLUMED,Mile End,2,District,,,,POINT (-0.03344488874851 51.52535630677074)
940GZZLUMED,Mile End,2,Hammersmith & City,,,,POINT (-0.03344488874851 51.52535630677074)
940GZZLUMGT,Moorgate,1,Hammersmith & City,,,,POINT (-0.088290110886707 51.518119775424225)
940GZZLUMGT,Moorgate,1,Circle,,,,POINT (-0.088290110886707 51.518119775424225)
940GZZLUMGT,Moorgate,1,Metropolitan,,,,POINT (-0.088290110886707 51.518119775424225)
940GZZLUMGT,Moorgate,1,Northern,,,,POINT (-0.088290110886707 51.518119775424225)
940GZZLUMGT,Moorgate,1,National Rail,,,,POINT (-0.088290110886707 51.518119775424225)
940GZZLUMHL,Mill Hill East,4,Northern,,,,POINT (-0.210150588776241 51.608249996825954)
940GZZLUMMT,Monument,1,District,,,,POINT (-0.0861 51.51065)
940GZZLUMMT,Monument,1,Circle,,,,POINT (-0.0861 51.51065)
940GZZLUMPK,Moor Park,6/7,Metropolitan,,,,POINT (-0.432234388852053 51.629774096844024)
940GZZLUMRH,Manor House,2/3,Piccadilly,,2016.0,,POINT (-0.096185685578747 51.570490776389185)
940GZZLUMSH,Mansion House,1,District,,,,POINT (-0.093754088777106 51.51191049676408)
940GZZLUMSH,Mansion House,1,Circle,,,,POINT (-0.093754088777106 51.51191049676408)
940GZZLUMTC,Mornington Crescent,2,Northern,,2016.0,,POINT (-0.138539288783378 51.534357896778886)
940GZZLUMVL,Maida Vale,2,Bakerloo,,,,POINT (-0.18577458880322 51.52980249677718)
940GZZLUMYB,Marylebone,1,Bakerloo,,,,POINT (-0.163221588798229 51.52227599677205)
940GZZLUMYB,Marylebone,1,National Rail,,,,POINT (-0.163221588798229 51.52227599677205)
940GZZLUNAN,North Acton,2/3,Central,,2016.0,,POINT (-0.259713615198747 51.523604742211035)
940GZZLUNBP,Newbury Park,4,Central,,2016.0,,POINT (0.089947311320243 51.575597996797576)
940GZZLUNDN,Neasden,3,Jubilee,,2016.0,,POINT (-0.249963088816267 51.554168196793526)
940GZZLUNEN,North Ealing,3,Piccadilly,,,,POINT (-0.28853558884774 51.51769459677186)
940GZZLUNFD,Northfields,3,Piccadilly,,2016.0,,POINT (-0.313162346408212 51.499603589322795)
940GZZLUNGW,North Greenwich,2/3,Jubilee,,2016.0,,POINT (0.003884811253405 51.50009359675434)
940GZZLUNHA,North Harrow,5,Metropolitan,,,,POINT (-0.36279748884541 51.58499959681483)
940GZZLUNHG,Notting Hill Gate,1/2,Central,,2016.0,,POINT (-0.196094673572198 51.509199775306286)
940GZZLUNHG,Notting Hill Gate,1/2,District,,,,POINT (-0.196094673572198 51.509199775306286)
940GZZLUNHG,Notting Hill Gate,1/2,Circle,,,,POINT (-0.196094673572198 51.509199775306286)
940GZZLUNHT,Northolt,5,Central,,,,POINT (-0.36907098886456 51.54839089679233)
940GZZLUNKP,Northwick Park,4,Metropolitan,,,,POINT (-0.317777088831029 51.57848819680991)
940GZZLUNOW,Northwood,6,Metropolitan,,,,POINT (-0.423729388857348 51.61078549683203)
940GZZLUNWH,Northwood Hills,6,Metropolitan,,,,POINT (-0.408962788856327 51.60036489682526)
940GZZLUNWY,North Wembley,4,Bakerloo,,,,POINT (-0.303874788833062 51.56240589679972)
940GZZLUNWY,North Wembley,4,London Overground,2007.0,,,POINT (-0.303874788833062 51.56240589679972)
940GZZLUOAK,Oakwood,5,Piccadilly,,2016.0,,POINT (-0.131485188728441 51.64737669684811)
940GZZLUODS,Old Street,1,Northern,,,,POINT (-0.087541788768414 51.52562839677231)
940GZZLUODS,Old Street,1,National Rail,,,,POINT (-0.087541788768414 51.52562839677231)
940GZZLUOSY,Osterley,4,Piccadilly,,2016.0,,POINT (-0.352296488888926 51.48112409675058)
940GZZLUOVL,Oval,2,Northern,,2016.0,,POINT (-0.112368488798028 51.4818290967462)
940GZZLUOXC,Oxford Circus,1,Bakerloo,,,,POINT (-0.142080210790202 51.515307857031786)
940GZZLUOXC,Oxford Circus,1,Central,,2016.0,,POINT (-0.142080210790202 51.515307857031786)
940GZZLUOXC,Oxford Circus,1,Victoria,,2016.0,,POINT (-0.142080210790202 51.515307857031786)
940GZZLUPAC,Paddington,1,Bakerloo,,,,POINT (-0.174490688950375 51.51595475691563)
940GZZLUPAC,Paddington,1,District,,,,POINT (-0.174490688950375 51.51595475691563)
940GZZLUPAC,Paddington,1,Circle,,,,POINT (-0.174490688950375 51.51595475691563)
940GZZLUPAH,Paddington,1,Hammersmith & City,,,,POINT (-0.1767 51.5175)
940GZZLUPAH,Paddington,1,Circle,2009.0,,,POINT (-0.1767 51.5175)
940GZZLUPCC,Piccadilly Circus,1,Bakerloo,,,,POINT (-0.133441888792795 51.509958796763854)
940GZZLUPCC,Piccadilly Circus,1,Piccadilly,,2016.0,,POINT (-0.133441888792795 51.509958796763854)
940GZZLUPCO,Pimlico,1,Victoria,,2016.0,,POINT (-0.132954188802404 51.48889069675099)
940GZZLUPKR,Park Royal,3,Piccadilly,,,,POINT (-0.283955288841933 51.52652279677722)
940GZZLUPLW,Plaistow,3,District,,,,POINT (0.0165714112726 51.53115739677286)
940GZZLUPLW,Plaistow,3,Hammersmith & City,,,,POINT (0.0165714112726 51.53115739677286)
940GZZLUPNR,Pinner,5,Metropolitan,,,,POINT (-0.380809788848867 51.59271359681997)
940GZZLUPRD,Preston Road,4,Metropolitan,,,,POINT (-0.295144488825284 51.5720741968055)
940GZZLUPSG,Parsons Green,2,District,,,,POINT (-0.201087188834214 51.475302496744156)
940GZZLUPVL,Perivale,4,Central,,,,POINT (-0.32357978885239 51.53673969678427)
940GZZLUPYB,Putney Bridge,2,District,,,,POINT (-0.208817488840343 51.46834499674007)
940GZZLUQBY,Queensbury,4,Jubilee,,2016.0,,POINT (-0.286185488811717 51.59417269681894)
940GZZLUQPS,Queen's Park,2,Bakerloo,,,,POINT (-0.205505588808722 51.53399279678017)
940GZZLUQPS,Queen's Park,2,London Overground,2007.0,,,POINT (-0.205505588808722 51.53399279678017)
940GZZLUQWY,Queensway,1,Central,,2016.0,,POINT (-0.187229788812701 51.51050039676537)
940GZZLURBG,Redbridge,4,Central,,2016.0,,POINT (0.045411011304326 51.57636279679949)
940GZZLURGP,Regent's Park,1,Bakerloo,,,,POINT (-0.146499588791418 51.52344719677241)
940GZZLURKW,Rickmansworth,7,Metropolitan,,,,POINT (-0.473582488863576 51.6401814968513)
940GZZLURMD,Richmond,4,District,,,,POINT (-0.30118438887759 51.46333129673877)
940GZZLURMD,Richmond,4,London Overground,2007.0,,,POINT (-0.30118438887759 51.46333129673877)
940GZZLURSG,Ruislip Gardens,5,Central,,,,POINT (-0.410594588875005 51.560740896800745)
940GZZLURSM,Ruislip Manor,6,Metropolitan,,,,POINT (-0.412388088869976 51.57330739680855)
940GZZLURSM,Ruislip Manor,6,Piccadilly,,,,POINT (-0.412388088869976 51.57330739680855)
940GZZLURSP,Ruislip,6,Metropolitan,,,,POINT (-0.421628045003454 51.57137274760845)
940GZZLURSP,Ruislip,6,Piccadilly,,,,POINT (-0.421628045003454 51.57137274760845)
940GZZLURSQ,Russell Square,1,Piccadilly,,2016.0,,POINT (-0.124203388783222 51.523145296771695)
940GZZLURVP,Ravenscourt Park,2,District,,,,POINT (-0.23579748883859 51.494116696756386)
940GZZLURVY,Roding Valley,4,Central,,,,POINT (0.043879811322804 51.61710569682442)
940GZZLURYL,Rayners Lane,5,Metropolitan,,,,POINT (-0.371281388853172 51.57518819680894)
940GZZLURYL,Rayners Lane,5,Piccadilly,,,,POINT (-0.371281388853172 51.57518819680894)
940GZZLURYO,Royal Oak,2,Circle,2009.0,,,POINT (-0.187989018355539 51.5190627502923)
940GZZLURYO,Royal Oak,2,Hammersmith & City,,,,POINT (-0.187989018355539 51.5190627502923)
940GZZLUSBC,Shepherd's Bush,2,Central,,2016.0,,POINT (-0.218 51.50445)
910GSHPDSB,Shepherd's Bush (Rail),2,London Overground,2007.0,,,POINT (-0.2175 51.50513)
910GSHPDSB,Shepherd's Bush (Rail),2,National Rail,,,,POINT (-0.2175 51.50513)
940GZZLUSBM,Shepherd's Bush Market,2,Circle,2009.0,,,POINT (-0.226383088829636 51.505796496763324)
940GZZLUSBM,Shepherd's Bush Market,2,Hammersmith & City,,,,POINT (-0.226383088829636 51.505796496763324)
940GZZLUSDH,Shoreditch,2,East London,,,2005.0,POINT (-0.071059988763706 51.52259999677003)
940GZZLUSEA,South Ealing,3,Piccadilly,,2016.0,,POINT (-0.307100976576217 51.5010291321829)
940GZZLUSFB,Stamford Brook,2,District,,,,POINT (-0.245834688842007 51.494938196757055)
940GZZLUSFS,Southfields,3,District,,,,POINT (-0.206705607801152 51.44552528896166)
940GZZLUSGN,Stepney Green,2,District,,,,POINT (-0.046728188755114 51.52171459676888)
940GZZLUSGN,Stepney Green,2,Hammersmith & City,,,,POINT (-0.046728188755114 51.52171459676888)
940GZZLUSGP,Stonebridge Park,3,Bakerloo,,,,POINT (-0.2757003888308 51.54388119678773)
940GZZLUSGP,Stonebridge Park,3,London Overground,2007.0,,,POINT (-0.2757003888308 51.54388119678773)
940GZZLUSGT,Southgate,4,Piccadilly,,2016.0,,POINT (-0.127810688734001 51.63233359683876)
940GZZLUSHH,South Harrow,5,Piccadilly,,,,POINT (-0.352209788850613 51.56466209680205)
940GZZLUSJP,St. James's Park,1,District,,,,POINT (-0.133535688797638 51.49961199675753)
940GZZLUSJP,St. James's Park,1,Circle,,,,POINT (-0.133535688797638 51.49961199675753)
940GZZLUSJW,St. John's Wood,2,Jubilee,,2016.0,,POINT (-0.174052188796482 51.53483099678)
940GZZLUSKS,South Kensington,1,District,,,,POINT (-0.172900093155076 51.49403710103854)
940GZZLUSKS,South Kensington,1,Circle,,,,POINT (-0.172900093155076 51.49403710103854)
940GZZLUSKS,South Kensington,1,Piccadilly,,2016.0,,POINT (-0.172900093155076 51.49403710103854)
940GZZLUSKT,South Kenton,4,Bakerloo,,,,POINT (-0.3083997888312 51.57025409680464)
940GZZLUSKT,South Kenton,4,London Overground,2007.0,,,POINT (-0.3083997888312 51.57025409680464)
940GZZLUSKW,Stockwell,2,Northern,,2016.0,,POINT (-0.122501888806288 51.47217989674057)
940GZZLUSKW,Stockwell,2,Victoria,,2016.0,,POINT (-0.122501888806288 51.47217989674057)
940GZZLUSNB,Snaresbrook,4,Central,,2016.0,,POINT (0.021513611297592 51.5807299968029)
940GZZLUSPU,St. Paul's,1,Central,,2016.0,,POINT (-0.097481965278037 51.514924829000975)
940GZZLUSRP,South Ruislip,5,Central,,,,POINT (-0.399288388872306 51.55703469679823)
940GZZLUSRP,South Ruislip,5,National Rail,,,,POINT (-0.399288388872306 51.55703469679823)
940GZZLUSSQ,Sloane Square,1,District,,,,POINT (-0.1565261888096 51.49234839675363)
940GZZLUSSQ,Sloane Square,1,Circle,,,,POINT (-0.1565261888096 51.49234839675363)
940GZZLUSTD,Stratford,2/3,Central,,2016.0,,POINT (-0.003884484371211 51.54149403786308)
940GZZLUSTD,Stratford,2/3,Jubilee,,2016.0,,POINT (-0.003884484371211 51.54149403786308)
940GZZLUSTM,Stanmore,5,Jubilee,,2016.0,,POINT (-0.30301638880663 51.61939299683492)
940GZZLUSUH,Sudbury Hill,4,Piccadilly,,,,POINT (-0.336681952450185 51.55698816549702)
940GZZLUSUT,Sudbury Town,4,Piccadilly,,,,POINT (-0.315803488842938 51.55084789679281)
940GZZLUSVS,Seven Sisters,3,Victoria,,2016.0,,POINT (-0.07248 51.5836)
940GZZLUSWC,Swiss Cottage,2,Jubilee,,2016.0,,POINT (-0.174663288792777 51.543335996785196)
940GZZLUSWF,South Woodford,4,Central,,2016.0,,POINT (0.027390811304986 51.59193159680956)
940GZZLUSWK,Southwark,1,Jubilee,,2016.0,,POINT (-0.105149088784987 51.50408009675959)
940GZZLUSWN,South Wimbledon,3/4,Northern,,2016.0,,POINT (-0.192138088858698 51.415328596707454)
940GZZLUTAW,Totteridge & Whetstone,4,Northern,,2016.0,,POINT (-0.1791527887543 51.63036539683885)
940GZZLUTBC,Tooting Bec,3,Northern,,2016.0,,POINT (-0.159650488837145 51.435598296719135)
940GZZLUTBY,Tooting Broadway,3,Northern,,2016.0,,POINT (-0.168185288843982 51.42774539671451)
940GZZLUTBY,Tooting Broadway,3,Crossrail 2,2030.0,,,POINT (-0.168185288843982 51.42774539671451)
940GZZLUTCR,Tottenham Court Road,1,Central,,2016.0,,POINT (-0.130523703657051 51.516467467189486)
940GZZLUTCR,Tottenham Court Road,1,Northern,,2016.0,,POINT (-0.130523703657051 51.516467467189486)
940GZZLUTFP,Tufnell Park,2,Northern,,2016.0,,POINT (-0.138432888772931 51.556807996792614)
940GZZLUTHB,Theydon Bois,6,Central,,,,POINT (0.103210311370094 51.6717380968558)
940GZZLUTMH,Tottenham Hale,3,Victoria,,2016.0,,POINT (-0.05987 51.58843)
940GZZLUTMH,Tottenham Hale,3,National Rail,,,,POINT (-0.05987 51.58843)
940GZZLUTMH,Tottenham Hale,3,Crossrail 2,2030.0,,,POINT (-0.05987 51.58843)
940GZZLUTMP,Temple,1,District,,,,POINT (-0.113749988784941 51.51106179676407)
940GZZLUTMP,Temple,1,Circle,,,,POINT (-0.113749988784941 51.51106179676407)
940GZZLUTNG,Turnham Green,2/3,District,,,,POINT (-0.254530088845205 51.49514349675738)
940GZZLUTNG,Turnham Green,2/3,Piccadilly,,2016.0,,POINT (-0.254530088845205 51.49514349675738)
940GZZLUTPN,Turnpike Lane,3,Piccadilly,,2016.0,,POINT (-0.10284648874406 51.59034819681229)
940GZZLUTWH,Tower Hill,1,District,,,,POINT (-0.077750188772145 51.50980999676242)
940GZZLUTWH,Tower Hill,1,Circle,,,,POINT (-0.077750188772145 51.50980999676242)
940GZZLUUPB,Upminster Bridge,6,District,,,,POINT (0.234693811364312 51.558334196781665)
940GZZLUUPK,Upton Park,3,District,,,,POINT (0.034414111281041 51.5352241967748)
940GZZLUUPK,Upton Park,3,Hammersmith & City,,,,POINT (0.034414111281041 51.5352241967748)
940GZZLUUPM,Upminster,6,District,,,,POINT (0.253023811371168 51.55901329678132)
910GUPMNSTR,Upminster (Rail),6,London Overground,2015.0,,,POINT (0.253 51.5595)
910GUPMNSTR,Upminster (Rail),6,National Rail,,,,POINT (0.253 51.5595)
940GZZLUUPY,Upney,4,District,,,,POINT (0.099727711306271 51.53826659677458)
940GZZLUUXB,Uxbridge,6,Metropolitan,,,,POINT (-0.478411288907967 51.546434196793065)
940GZZLUUXB,Uxbridge,6,Piccadilly,,,,POINT (-0.478411288907967 51.546434196793065)
940GZZLUVIC,Victoria,1,District,,,,POINT (-0.143229488802768 51.49635849675576)
940GZZLUVIC,Victoria,1,Circle,,,,POINT (-0.143229488802768 51.49635849675576)
940GZZLUVIC,Victoria,1,Victoria,,2016.0,,POINT (-0.143229488802768 51.49635849675576)
940GZZLUVIC,Victoria,1,National Rail,,,,POINT (-0.143229488802768 51.49635849675576)
940GZZLUVIC,Victoria,1,Crossrail 2,2030.0,,,POINT (-0.143229488802768 51.49635849675576)
940GZZLUVXL,Vauxhall,1/2,Victoria,,2016.0,,POINT (-0.12307958880055 51.484971696748396)
940GZZLUVXL,Vauxhall,1/2,National Rail,,,,POINT (-0.12307958880055 51.484971696748396)
940GZZLUWAF,Watford,7,Metropolitan,,,,POINT (-0.417372688833715 51.657372196860905)
940GZZLUWBN,West Brompton,2,District,,,,POINT (-0.195487737439094 51.48702994650718)
940GZZLUWBN,West Brompton,2,London Overground,2007.0,,,POINT (-0.195487737439094 51.48702994650718)
940GZZLUWBN,West Brompton,2,National Rail,,,,POINT (-0.195487737439094 51.48702994650718)
940GZZLUWCY,White City,2,Central,,2016.0,,POINT (-0.22438578882598 51.51207189676714)
940GZZLUWFN,West Finchley,4,Northern,,2016.0,,POINT (-0.188301288767383 51.6094883968262)
940GZZLUWHM,West Ham,2/3,District,,,,POINT (0.0044 51.52834)
940GZZLUWHM,West Ham,2/3,Hammersmith & City,,,,POINT (0.0044 51.52834)
940GZZLUWHM,West Ham,2/3,Jubilee,,2016.0,,POINT (0.0044 51.52834)
940GZZLUWHM,West Ham,2/3,National Rail,,,,POINT (0.0044 51.52834)
940GZZLUWHP,West Hampstead,2,Jubilee,,2016.0,,POINT (-0.190799988797229 51.54685659678774)
940GZZLUWHW,West Harrow,5,Metropolitan,,,,POINT (-0.353765188844481 51.5793907968112)
940GZZLUWIG,Willesden Green,2/3,Jubilee,,2016.0,,POINT (-0.221854888807828 51.549329396789936)
940GZZLUWIM,Wimbledon,3,District,,,,POINT (-0.206164202902544 51.4216358831057)
940GZZLUWIM,Wimbledon,3,Crossrail 2,2030.0,,,POINT (-0.206164202902544 51.4216358831057)
940GZZLUWIM,Wimbledon,3,National Rail,,,,POINT (-0.206164202902544 51.4216358831057)
940GZZLUWIP,Wimbledon Park,3,District,,,,POINT (-0.199631988852613 51.43445889671925)
940GZZLUWJN,Willesden Junction,2/3,Bakerloo,,,,POINT (-0.243179588823788 51.5322486967799)
940GZZLUWJN,Willesden Junction,2/3,London Overground,2007.0,,,POINT (-0.243179588823788 51.5322486967799)
940GZZLUWKA,Warwick Avenue,2,Bakerloo,,,,POINT (-0.184009788805566 51.52330039677313)
940GZZLUWKN,West Kensington,2,District,,,,POINT (-0.205979842198908 51.49069666178459)
940GZZLUWLA,Wood Lane,2,Circle,2009.0,,,POINT (-0.22371168882665 51.510073896765896)
940GZZLUWLA,Wood Lane,2,Hammersmith & City,2008.0,,,POINT (-0.22371168882665 51.510073896765896)
940GZZLUWLO,Waterloo,1,Bakerloo,,,,POINT (-0.114356675883582 51.50305709091854)
940GZZLUWLO,Waterloo,1,Jubilee,,2016.0,,POINT (-0.114356675883582 51.50305709091854)
940GZZLUWLO,Waterloo,1,Northern,,2016.0,,POINT (-0.114356675883582 51.50305709091854)
940GZZLUWLO,Waterloo,1,Waterloo & City,,,,POINT (-0.114356675883582 51.50305709091854)
940GZZLUWLO,Waterloo,1,National Rail,,,,POINT (-0.114356675883582 51.50305709091854)
940GZZLUWOF,Woodford,4,Central,,2016.0,,POINT (0.033859511314242 51.60665479681835)
940GZZLUWOG,Wood Green,3,Piccadilly,,2016.0,,POINT (-0.10975528874337 51.59741889681681)
940GZZLUWOG,Wood Green,3,Crossrail 2,2030.0,,,POINT (-0.10975528874337 51.59741889681681)
940GZZLUWOP,Woodside Park,4,Northern,,2016.0,,POINT (-0.185619988762541 51.617793296831245)
940GZZLUWPL,Whitechapel,2,District,,,,POINT (-0.061 51.5196)
940GZZLUWPL,Whitechapel,2,Hammersmith & City,,,,POINT (-0.061 51.5196)
940GZZLUWPL,Whitechapel,2,East London,,,2007.0,POINT (-0.061 51.5196)
940GZZLUWRP,West Ruislip,6,Central,,,,POINT (-0.437661788881495 51.56963189680672)
940GZZLUWRP,West Ruislip,6,National Rail,,,,POINT (-0.437661788881495 51.56963189680672)
940GZZLUWRR,Warren Street,1,Northern,,2016.0,,POINT (-0.138099509950274 51.524653488852564)
940GZZLUWRR,Warren Street,1,Victoria,,2016.0,,POINT (-0.138099509950274 51.524653488852564)
940GZZLUWSD,Wanstead,4,Central,,2016.0,,POINT (0.02862101129784 51.575665896799606)
940GZZLUWSM,Westminster,1,District,,,,POINT (-0.125956372719967 51.50087752524877)
940GZZLUWSM,Westminster,1,Circle,,,,POINT (-0.125956372719967 51.50087752524877)
940GZZLUWSM,Westminster,1,Jubilee,,2016.0,,POINT (-0.125956372719967 51.50087752524877)
940GZZLUWSP,Westbourne Park,2,Circle,2009.0,,,POINT (-0.201508488813243 51.52094869677208)
